nonstop_01_001.dat;0;0;0;-1;-1;2000;0;210;0;0;0;210;300;160;25;270;115;100;0;0;0;1;2;12;0;4;10;1;0;1;-1;0;0;0
nonstop_01_001.dat;1;0;0;-1;-1;2000;0;210;0;0;0;210;180;170;25;90;115;100;0;0;0;1;2;33;0;5;10;1;0;1;-1;0;0;0
nonstop_01_001.dat;2;0;0;-1;-1;2000;0;210;0;0;0;210;300;80;25;280;115;100;0;10;0;3;1;28;0;1;10;1;0;3;-1;0;0;0
nonstop_01_001.dat;3;0;0;-1;-1;2000;0;210;0;0;0;210;240;160;0;0;80;120;0;0;0;3;1;140;0;2;10;1;0;3;-1;0;0;0
nonstop_01_001.dat;4;0;0;-1;-1;2000;0;210;0;0;0;210;200;160;25;80;115;100;0;350;0;4;10;118;0;2;10;1;0;4;-1;0;0;0
nonstop_01_001.dat;5;0;0;2;-1;2000;1;210;0;0;0;210;240;180;0;0;80;120;0;0;0;4;16;469;0;3;10;1;0;4;-1;0;0;0
nonstop_01_001.dat;6;0;0;-1;-1;2000;0;210;0;0;0;210;130;160;10;0;115;100;0;0;0;11;4;33;0;1;10;1;0;11;-1;0;0;0
nonstop_01_001.dat;7;0;0;-1;-1;2000;0;210;0;3;3;210;240;40;25;180;130;100;1;0;0;14;5;189;1;1;10;1;0;14;-1;0;0;0
nonstop_01_001.dat;8;0;0;-1;-1;2000;0;210;0;3;3;210;200;160;25;80;115;100;0;350;0;14;13;166;0;2;10;1;0;14;-1;0;0;0
nonstop_01_001.dat;9;0;0;-1;-1;2000;0;210;0;3;3;210;280;160;20;280;180;100;0;10;0;14;4;451;1;3;10;1;0;14;-1;0;0;0

nonstop_01_002.dat;0;0;0;-1;-1;2000;0;210;0;0;0;210;290;70;25;270;115;100;0;0;0;15;6;24;0;3;10;1;0;15;-1;0;0;0
nonstop_01_002.dat;1;0;0;-1;-1;2000;0;210;0;0;0;210;130;170;10;0;115;100;0;0;0;15;6;35;0;4;10;1;0;15;-1;0;0;0
nonstop_01_002.dat;2;0;0;255;-1;2000;1;210;0;0;0;210;240;230;25;0;115;100;0;10;0;10;4;58;0;1;10;1;0;10;-1;0;0;0
nonstop_01_002.dat;3;0;0;-1;-1;2000;0;210;0;0;0;210;290;160;25;260;115;100;0;350;0;11;4;146;0;3;10;1;0;11;-1;0;0;0
nonstop_01_002.dat;4;0;0;-1;-1;2000;0;210;0;0;0;210;240;200;10;0;115;100;0;0;0;11;4;54;0;4;10;1;0;11;-1;0;0;0
nonstop_01_002.dat;5;0;0;-1;-1;2000;0;210;0;0;0;210;190;180;25;90;115;100;0;0;0;11;8;112;0;5;10;1;0;11;-1;0;0;0
nonstop_01_002.dat;6;0;0;-1;-1;2000;0;210;0;1;0;210;240;170;0;0;80;120;1;0;5;14;15;462;1;6;10;1;0;14;-1;0;0;0
nonstop_01_002.dat;7;0;0;-1;-1;2000;0;210;0;1;0;210;240;170;0;0;80;120;1;0;-5;8;2;458;1;3;10;1;0;8;-1;0;0;0
